,method_key,dataset_key,kernel,lmb,seed,time,status,checksum,bias_h1,bias_l2_h1,time2
16,"KB (energy, lmb0.0001)",News,energy,0.0001,16,1898.3586411476135,Done,2154.7405816545784,0.49933618263796625,0.7350069520813985,1902.2590117454529
17,"KB (energy, lmb0.0001)",News,energy,0.0001,17,1375.3384342193604,Done,2389.4638909734203,0.26192561460625363,0.3459536372093229,1378.4712898731232
18,"KB (energy, lmb0.0001)",News,energy,0.0001,18,1174.1165399551392,Done,2555.573369061002,0.18938050097327522,0.26345148354921755,1180.6932544708252
19,"KB (energy, lmb0.0001)",News,energy,0.0001,19,1463.4953639507294,Done,2316.276231747563,0.3316350765569551,0.45232917776960596,1466.5659048557281
20,"KB (energy, lmb0.0001)",News,energy,0.0001,20,1062.0354614257812,Done,2275.4514774018126,0.46489711375966436,0.6541973749928499,1065.0262038707733
21,"KB (energy, lmb0.0001)",News,energy,0.0001,21,1081.5736300945282,Done,2413.212128111431,0.17660178946393185,0.2280920303208877,1085.370357990265
22,"KB (energy, lmb0.0001)",News,energy,0.0001,22,1104.868497133255,Done,2321.2664295194695,0.24584050796725077,0.35313316120341726,1107.6942694187164
23,"KB (energy, lmb0.0001)",News,energy,0.0001,23,1161.3553173542023,Done,2116.3856041455274,0.10591682042843281,0.14150310182170092,1165.0003747940063
24,"KB (energy, lmb0.0001)",News,energy,0.0001,24,1093.0417258739471,Done,2584.6960668298016,0.31831380349511096,0.4204864431161496,1097.058151960373
25,"KB (energy, lmb0.0001)",News,energy,0.0001,25,1604.0925149917603,Done,2346.0810046420206,0.26742906573111935,0.3569046670202754,1610.0349917411804
26,"KB (energy, lmb0.0001)",News,energy,0.0001,26,1526.335351228714,Done,2231.8718000033364,0.1870295894534703,0.2726429831185761,1530.4415044784546
27,"KB (energy, lmb0.0001)",News,energy,0.0001,27,1562.4943709373474,Done,2627.356147197176,0.5098893881728797,0.681388182693838,1566.2442066669464
28,"KB (energy, lmb0.0001)",News,energy,0.0001,28,1472.8585226535797,Done,2284.7952141870496,0.18690165694183583,0.24981348099626097,1475.9387052059174
29,"KB (energy, lmb0.0001)",News,energy,0.0001,29,995.3303830623627,Done,2722.409197221916,0.4741712338501382,0.5816035930426638,999.4875926971436
30,"KB (energy, lmb0.0001)",News,energy,0.0001,30,997.3463535308838,Done,2541.5948350051535,0.2901118534577209,0.40028020599152486,1002.2924938201904
31,"KB (energy, lmb0.0001)",News,energy,0.0001,31,940.3590602874756,Done,2303.999192762076,0.19273591736878656,0.2549663781739062,943.6343445777893
32,"KB (energy, lmb0.0001)",News,energy,0.0001,32,810.097217798233,Done,2188.484182433942,0.062038217224338506,0.09045872029436973,812.6451032161713
33,"KB (energy, lmb0.0001)",News,energy,0.0001,33,781.1372377872467,Done,2442.440363820503,0.3253645646064085,0.4241343360979529,783.855525970459
34,"KB (energy, lmb0.0001)",News,energy,0.0001,34,814.6378588676453,Done,2673.0442707105162,0.34947227872054026,0.4711871168092476,819.0576050281525
35,"KB (energy, lmb0.0001)",News,energy,0.0001,35,892.113023519516,Done,2479.228483548582,0.1415260454932756,0.16380172973783996,901.1600437164307
36,"KB (energy, lmb0.0001)",News,energy,0.0001,36,803.5031793117523,Done,2624.686854190929,0.21575196280090023,0.2711750978837776,807.1329867839813
37,"KB (energy, lmb0.0001)",News,energy,0.0001,37,779.2193303108215,Done,2353.142109049695,0.19903517694077,0.2581704332609455,783.3229806423187
38,"KB (energy, lmb0.0001)",News,energy,0.0001,38,875.0848801136017,Done,2385.4320072638375,0.2718568221852537,0.3749524045392318,878.0221028327942
39,"KB (energy, lmb0.0001)",News,energy,0.0001,39,793.5815322399139,Done,2472.4219150802496,0.23598152048603224,0.3015926133515539,796.6339654922485
40,"KB (energy, lmb0.0001)",News,energy,0.0001,40,868.0979497432709,Done,2676.94635902079,0.2504387373495038,0.32080093570863716,871.4662427902222
41,"KB (energy, lmb0.0001)",News,energy,0.0001,41,799.5736703872681,Done,2304.4088932391655,0.42157725800024654,0.5974310060390426,802.9179680347443
42,"KB (energy, lmb0.0001)",News,energy,0.0001,42,763.7674577236176,Done,2407.115908490637,0.18957940938633802,0.24856943480990237,766.9859285354614
43,"KB (energy, lmb0.0001)",News,energy,0.0001,43,763.7990791797638,Done,2419.100667378188,0.14356102996503833,0.18689467371459345,766.8496568202972
44,"KB (energy, lmb0.0001)",News,energy,0.0001,44,784.5723087787628,Done,2631.8681283664655,0.3525606785945189,0.4283887267574925,788.2568130493164
45,"KB (energy, lmb0.0001)",News,energy,0.0001,45,848.2765102386475,Done,2541.426132637696,0.19282461851809826,0.2541657160040938,851.8902611732483
46,"KB (energy, lmb0.0001)",News,energy,0.0001,46,834.9680573940277,Done,2721.3165123300023,0.47341752441834734,0.5812804770700599,838.8968691825867
47,"KB (energy, lmb0.0001)",News,energy,0.0001,47,783.8903913497925,Done,2285.130325806811,0.5584793957798398,0.7874791095736675,787.0084156990051
48,"KB (energy, lmb0.0001)",News,energy,0.0001,48,791.2867708206177,Done,2342.9321401228985,0.15256091997417803,0.1781807328167092,795.697359085083
49,"KB (energy, lmb0.0001)",News,energy,0.0001,49,810.6771502494812,Done,2173.4068130343876,0.6172849573494643,0.9266920237603785,814.4521520137787
