,method_key,dataset_key,algorithm,model,seed,time,status,checksum,bias_h1,bias_l2_h1,time2
28,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,28,0.18663406372070312,Done,146.07824131014317,0.04745060468342588,0.04795430159982347,0.24663281440734863
29,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,29,0.18570995330810547,Done,147.11265451345722,0.043855377346018146,0.05305713140104474,0.24502992630004883
30,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,30,0.1810169219970703,Done,146.62490904170733,0.03875284894257922,0.03875329973963162,0.2350938320159912
31,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,31,0.16287779808044434,Done,144.1253431830959,0.009396212712339421,0.019572007064509855,0.22316908836364746
32,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,32,0.1461353302001953,Done,146.40506672244874,0.05928818493556978,0.06061141598752582,0.20415329933166504
33,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,33,0.15976548194885254,Done,194.19547542436928,0.41467701663560236,0.42695741403390425,0.22006893157958984
34,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,34,0.21453571319580078,Done,154.41258133357348,0.03848840428456294,0.07665884610554259,0.27498650550842285
35,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,35,0.17961406707763672,Done,156.57851461895223,0.08930369777160618,0.08982618297867405,0.24000287055969238
36,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,36,0.17808103561401367,Done,164.5212556249688,0.08099632437989014,0.11040917917213944,0.23631787300109863
37,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,37,0.18098902702331543,Done,145.94358361422923,0.05816740741917725,0.06821468493026529,0.2373034954071045
38,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,38,0.15724873542785645,Done,163.0812857886572,0.15863185107086994,0.17287646797108663,0.21783065795898438
39,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,39,0.15878772735595703,Done,147.1249075509406,0.057816427282512274,0.05805486915984781,0.2171773910522461
40,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,40,0.1647167205810547,Done,143.39321262298452,0.04644001560724832,0.05450080196048085,0.2245488166809082
41,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,41,0.1722736358642578,Done,142.4229845323709,0.03763740976838892,0.03825778100807002,0.23249483108520508
42,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,42,0.15103483200073242,Done,145.0579059331701,0.05456884981615501,0.0655821326216885,0.21170401573181152
43,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,43,0.1910860538482666,Done,150.9356465792247,0.08078468187483825,0.09609228187325655,0.2514767646789551
44,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,44,0.2130420207977295,Done,153.17795629997516,0.06384229578737198,0.0644617425259596,0.2732999324798584
45,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,45,0.15054011344909668,Done,150.71154648574907,0.0826401857238795,0.1033661203295406,0.2073209285736084
46,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,46,0.2195606231689453,Done,152.19643771214444,0.07280607370996453,0.0730222886237288,0.2929036617279053
47,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,47,0.15749764442443848,Done,145.76802101246915,0.025097824844334076,0.026497461877511203,0.22996187210083008
48,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,48,0.17417430877685547,Done,159.23108106101967,0.05859386168606666,0.0855062140161048,0.23213720321655273
49,"IPW ('propensity', 'GradientBoostingClassifier')",IHDP,propensity,GradientBoostingClassifier,49,0.1442582607269287,Done,144.34904954666854,0.08510230804322483,0.08788434783177233,0.20464634895324707
