,method_key,dataset_key,seed,time,status,checksum,bias_h1,bias_l2_h1,time2
20,EntB,IHDP,20,0.06969809532165527,Done,156.56869329278277,0.06771182457031974,0.07266554162509921,0.21924495697021484
21,EntB,IHDP,21,0.06773662567138672,Done,143.13287786730626,0.06294509240610009,0.06696955898733084,0.21889567375183105
22,EntB,IHDP,22,0.0756680965423584,Done,146.77247535502394,0.01900445790637761,0.03454799368386114,0.22829341888427734
23,EntB,IHDP,23,0.07427096366882324,Done,150.66182240614378,0.051752975826359474,0.06523718925241748,0.22720074653625488
24,EntB,IHDP,24,0.12424731254577637,Done,145.44440599290692,0.047366363097628365,0.1054106810967198,0.27626585960388184
25,EntB,IHDP,25,0.07720589637756348,Done,166.75684312117394,0.27139783881462426,0.28219787922901246,0.23084449768066406
26,EntB,IHDP,26,0.07810115814208984,Done,145.24503734379815,0.09363684829970353,0.09670851266129714,0.23144841194152832
27,EntB,IHDP,27,0.0906820297241211,Done,194.17737405452044,0.49732365981174953,0.5199071739645884,0.24247407913208008
28,EntB,IHDP,28,0.10789752006530762,Done,146.07824131014317,0.04109451460605999,0.04564991722909565,0.2648329734802246
29,EntB,IHDP,29,0.0729665756225586,Done,147.11265451345722,0.0637589785095014,0.06379601646150491,0.23240065574645996
30,EntB,IHDP,30,0.07378530502319336,Done,146.62490904170733,0.03376230855171432,0.07555617341268606,0.22644829750061035
31,EntB,IHDP,31,0.09070563316345215,Done,144.1253431830959,0.020460136922803376,0.034324979634561464,0.2388896942138672
32,EntB,IHDP,32,0.08232712745666504,Done,146.40506672244874,0.0827953988243438,0.08392158456174494,0.23695993423461914
33,EntB,IHDP,33,0.08315706253051758,Done,194.19547542436928,0.22036606101768055,0.22036823807007988,0.2375953197479248
34,EntB,IHDP,34,0.08262300491333008,Done,154.41258133357348,0.03714584219476286,0.05571302483826591,0.2359619140625
35,EntB,IHDP,35,0.09142351150512695,Done,156.57851461895223,0.012117212430288573,0.01232677581546777,0.24501395225524902
36,EntB,IHDP,36,0.07313871383666992,Done,164.5212556249688,0.04505002520808999,0.09909379857718101,0.21843743324279785
37,EntB,IHDP,37,0.06861114501953125,Done,145.94358361422923,0.045249292155289514,0.0484112725203346,0.21895480155944824
38,EntB,IHDP,38,0.07475113868713379,Done,163.0812857886572,0.06459939710611219,0.06472163803707598,0.2217423915863037
39,EntB,IHDP,39,0.07008814811706543,Done,147.1249075509406,0.11889371932961744,0.12045553731393248,0.23993468284606934
40,EntB,IHDP,40,0.07552766799926758,Done,143.39321262298452,0.04024650880125338,0.09120548078872491,0.22544407844543457
41,EntB,IHDP,41,0.08167243003845215,Done,142.4229845323709,0.019200350073657526,0.023076043139759726,0.2372603416442871
42,EntB,IHDP,42,0.08243513107299805,Done,145.0579059331701,0.02348239407533693,0.03028016045964869,0.23557376861572266
43,EntB,IHDP,43,0.07770013809204102,Done,150.9356465792247,0.07079886892213275,0.12634158042682112,0.2312772274017334
44,EntB,IHDP,44,0.07509636878967285,Done,153.17795629997516,0.027856253092076514,0.04081864863493234,0.22780394554138184
45,EntB,IHDP,45,0.07422280311584473,Done,150.71154648574907,0.05017581274533767,0.05797326613056395,0.22686195373535156
