,method_key,dataset_key,kernel,lmb,seed,time1,status,checksum,bias
52,"KB (linear, lmb0.0001)",TBI,linear,0.0001,52,1.6461575031280518,Done,510.5599287862907,55.48993375855012
53,"KB (linear, lmb0.0001)",TBI,linear,0.0001,53,1.7231523990631104,Done,547.6908403658535,3.404051412712228
54,"KB (linear, lmb0.0001)",TBI,linear,0.0001,54,1.7445554733276367,Done,527.618894931223,40.92486518442534
55,"KB (linear, lmb0.0001)",TBI,linear,0.0001,55,1.9652888774871826,Done,537.030293969389,44.40020973970494
56,"KB (linear, lmb0.0001)",TBI,linear,0.0001,56,1.2403497695922852,Done,521.5293988715715,29.14217971057086
57,"KB (linear, lmb0.0001)",TBI,linear,0.0001,57,1.6272013187408447,Done,531.8339081747165,9.456771375112773
58,"KB (linear, lmb0.0001)",TBI,linear,0.0001,58,1.8118507862091064,Done,514.3193194777742,23.677048463013392
59,"KB (linear, lmb0.0001)",TBI,linear,0.0001,59,1.7369139194488525,Done,530.4033116115369,9.44257918516081
60,"KB (linear, lmb0.0001)",TBI,linear,0.0001,60,1.4109930992126465,Done,512.2433436869746,11.218159716866388
61,"KB (linear, lmb0.0001)",TBI,linear,0.0001,61,1.2678730487823486,Done,552.4243624203157,11.98168784934903
62,"KB (linear, lmb0.0001)",TBI,linear,0.0001,62,1.903440237045288,Done,556.2244585299829,0.6365029031544935
63,"KB (linear, lmb0.0001)",TBI,linear,0.0001,63,1.8657939434051514,Done,542.2374315123432,18.76164045214899
64,"KB (linear, lmb0.0001)",TBI,linear,0.0001,64,1.6323323249816895,Done,532.8767564918667,6.237338895695537
65,"KB (linear, lmb0.0001)",TBI,linear,0.0001,65,1.7876262664794922,Done,536.9374509657249,2.608782922920419
66,"KB (linear, lmb0.0001)",TBI,linear,0.0001,66,1.2899904251098633,Done,524.4152912160187,54.90726725028478
67,"KB (linear, lmb0.0001)",TBI,linear,0.0001,67,1.616483211517334,Done,508.7683522465328,21.743614805771102
68,"KB (linear, lmb0.0001)",TBI,linear,0.0001,68,1.6153841018676758,Done,537.5649859294163,7.649686565770523
69,"KB (linear, lmb0.0001)",TBI,linear,0.0001,69,1.588658332824707,Done,545.1165637370871,53.87332232294067
70,"KB (linear, lmb0.0001)",TBI,linear,0.0001,70,1.925262212753296,Done,531.7112467246963,0.13007921014708046
71,"KB (linear, lmb0.0001)",TBI,linear,0.0001,71,1.8207573890686035,Done,542.855537073914,7.962026323432731
72,"KB (linear, lmb0.0001)",TBI,linear,0.0001,72,1.4094812870025635,Done,548.7245256587896,9.340481812283123
73,"KB (linear, lmb0.0001)",TBI,linear,0.0001,73,1.6688876152038574,Done,534.0279963200497,20.70537457848574
74,"KB (linear, lmb0.0001)",TBI,linear,0.0001,74,1.535048484802246,Done,536.6366316007765,42.20189037774999
75,"KB (linear, lmb0.0001)",TBI,linear,0.0001,75,1.8151483535766602,Done,533.8556060503024,8.00837718346098
76,"KB (linear, lmb0.0001)",TBI,linear,0.0001,76,1.567103385925293,Done,537.5810292923671,42.54194679998106
77,"KB (linear, lmb0.0001)",TBI,linear,0.0001,77,1.2382936477661133,Done,521.22629702625,23.49041318680694
78,"KB (linear, lmb0.0001)",TBI,linear,0.0001,78,1.3586654663085938,Done,551.219910008983,6.132971400285932
79,"KB (linear, lmb0.0001)",TBI,linear,0.0001,79,1.2927792072296143,Done,555.9024170608391,40.937932126631026
80,"KB (linear, lmb0.0001)",TBI,linear,0.0001,80,1.3446485996246338,Done,526.5678037747404,50.04240137533415
81,"KB (linear, lmb0.0001)",TBI,linear,0.0001,81,1.7482755184173584,Done,520.3901767578634,24.204725162826975
82,"KB (linear, lmb0.0001)",TBI,linear,0.0001,82,1.3574986457824707,Done,540.1859890036134,40.303383122601126
83,"KB (linear, lmb0.0001)",TBI,linear,0.0001,83,1.6167588233947754,Done,536.2351306786668,53.112564352335035
84,"KB (linear, lmb0.0001)",TBI,linear,0.0001,84,1.7789545059204102,Done,564.1786357649279,1.9522384486743078
85,"KB (linear, lmb0.0001)",TBI,linear,0.0001,85,1.5176727771759033,Done,538.1435451598833,8.157299674990952
86,"KB (linear, lmb0.0001)",TBI,linear,0.0001,86,1.811143398284912,Done,549.7746733291076,24.34946612030481
87,"KB (linear, lmb0.0001)",TBI,linear,0.0001,87,1.621610403060913,Done,516.8490128610503,2.955048337369398
88,"KB (linear, lmb0.0001)",TBI,linear,0.0001,88,1.6740050315856934,Done,533.6334394136148,1.699405776546044
89,"KB (linear, lmb0.0001)",TBI,linear,0.0001,89,1.7213988304138184,Done,561.2616937361184,5.153644737412705
90,"KB (linear, lmb0.0001)",TBI,linear,0.0001,90,1.6537647247314453,Done,534.5166003290063,8.184930913558937
91,"KB (linear, lmb0.0001)",TBI,linear,0.0001,91,1.5530683994293213,Done,544.2298162978145,37.25144087461331
92,"KB (linear, lmb0.0001)",TBI,linear,0.0001,92,1.4592435359954834,Done,545.2954554950422,18.39484636712608
93,"KB (linear, lmb0.0001)",TBI,linear,0.0001,93,1.6873855590820312,Done,519.4350589329063,10.30895342980002
94,"KB (linear, lmb0.0001)",TBI,linear,0.0001,94,1.5038151741027832,Done,511.4245445288195,26.083183655495652
95,"KB (linear, lmb0.0001)",TBI,linear,0.0001,95,1.4798481464385986,Done,543.1033632237538,3.890617798074203
96,"KB (linear, lmb0.0001)",TBI,linear,0.0001,96,1.5992391109466553,Done,525.3227069120401,5.864162776047458
97,"KB (linear, lmb0.0001)",TBI,linear,0.0001,97,1.8747053146362305,Done,546.5565501662473,39.89222144386838
98,"KB (linear, lmb0.0001)",TBI,linear,0.0001,98,1.3533878326416016,Done,548.3489700979444,10.374128332416973
99,"KB (linear, lmb0.0001)",TBI,linear,0.0001,99,1.658484697341919,Done,539.0954755383044,28.508803317602876
