,method_key,dataset_key,seed,time1,status,checksum,bias
0,EntB,TBI,0,0.5057647228240967,Done,532.4831269951425,8.235267765769478
1,EntB,TBI,1,0.4288012981414795,Done,570.7453166612909,16.43950191688637
2,EntB,TBI,2,0.33269405364990234,Done,548.2459943637932,6.77849219882674
3,EntB,TBI,3,0.3026540279388428,Done,539.7955421809701,12.792556992946182
4,EntB,TBI,4,0.2652716636657715,Done,541.0246760693028,5.52969166625072
5,EntB,TBI,5,0.20864415168762207,Done,551.2400519076513,2.8310865733032884
6,EntB,TBI,6,0.5152318477630615,Done,534.0316607704995,8.637411853136207
7,EntB,TBI,7,0.3407299518585205,Done,546.557702421105,6.688010736606209
8,EntB,TBI,8,0.2865762710571289,Done,547.99331141975,3.504676615838328
9,EntB,TBI,9,0.41208577156066895,Done,501.95505204760775,13.875713183527452
10,EntB,TBI,10,0.48029327392578125,Done,551.8102610651991,3.0601454694112533
11,EntB,TBI,11,0.2938268184661865,Done,533.5012463600231,1.098876643191467
12,EntB,TBI,12,0.3692924976348877,Done,552.4854894826462,5.281406657720865
13,EntB,TBI,13,0.48459458351135254,Done,564.358136118151,0.8243319875958903
14,EntB,TBI,14,0.4760324954986572,Done,536.7578888220236,2.3130417520235085
15,EntB,TBI,15,0.284027099609375,Done,547.8635378688396,8.58013045957479
16,EntB,TBI,16,0.260878324508667,Done,535.9921035019719,10.77540272321194
17,EntB,TBI,17,0.46555423736572266,Done,525.5849233865646,4.512206379316012
18,EntB,TBI,18,0.2003614902496338,Done,534.102246826059,2.926681323308692
19,EntB,TBI,19,0.3273429870605469,Done,539.8189864526507,9.360199338626188
20,EntB,TBI,20,0.2335808277130127,Done,548.8138960125209,7.36906716025905
21,EntB,TBI,21,0.2057652473449707,Done,548.6413151006914,6.17317901639084
22,EntB,TBI,22,0.24207782745361328,Done,558.3620288621934,1.7788157475003459
23,EntB,TBI,23,0.2618739604949951,Done,546.416117633197,25.423602173464765
24,EntB,TBI,24,0.2670600414276123,Done,537.934772269711,25.310598185448512
25,EntB,TBI,25,0.3218557834625244,Done,532.8373012180581,8.081950290105269
26,EntB,TBI,26,0.3679182529449463,Done,512.8123133108263,12.690394548084221
27,EntB,TBI,27,0.44623494148254395,Done,502.09680421729547,27.41559728917545
28,EntB,TBI,28,0.3815338611602783,Done,508.8049831814471,20.76802225586283
