,method_key,dataset_key,seed,time1,status,checksum,bias
0,unweighted,TBI,0,0.07491207122802734,Done,532.4831269951425,8.351907789955476
1,unweighted,TBI,1,0.07243227958679199,Done,570.7453166612909,3.888853618225127
2,unweighted,TBI,2,0.06647992134094238,Done,548.2459943637932,7.278340214275353
3,unweighted,TBI,3,0.07151532173156738,Done,539.7955421809701,8.343926549858978
4,unweighted,TBI,4,0.07741498947143555,Done,541.0246760693028,8.437153056069484
5,unweighted,TBI,5,0.07601165771484375,Done,551.2400519076513,5.925364450662961
6,unweighted,TBI,6,0.08019757270812988,Done,534.0316607704995,8.637411853136186
7,unweighted,TBI,7,0.07711195945739746,Done,546.557702421105,7.366925518199558
8,unweighted,TBI,8,0.07893776893615723,Done,547.99331141975,8.16212303170687
9,unweighted,TBI,9,0.07861471176147461,Done,501.95505204760775,10.040584858371673
10,unweighted,TBI,10,0.07779455184936523,Done,551.8102610651991,6.859381625223293
11,unweighted,TBI,11,0.08154940605163574,Done,533.5012463600231,7.580220109744914
12,unweighted,TBI,12,0.07687067985534668,Done,552.4854894826462,6.372609366835768
13,unweighted,TBI,13,0.08211684226989746,Done,564.358136118151,5.523151304972288
14,unweighted,TBI,14,0.07697653770446777,Done,536.7578888220236,8.191831128492133
15,unweighted,TBI,15,0.08242392539978027,Done,547.8635378688396,7.563834988426329
16,unweighted,TBI,16,0.07140827178955078,Done,535.9921035019719,7.765169453205161
17,unweighted,TBI,17,0.06636619567871094,Done,525.5849233865646,7.557197309352951
18,unweighted,TBI,18,0.0700080394744873,Done,534.102246826059,8.23577133526733
19,unweighted,TBI,19,0.06660795211791992,Done,539.8189864526507,7.97833890222438
20,unweighted,TBI,20,0.0702509880065918,Done,548.8138960125209,6.964278280289307
21,unweighted,TBI,21,0.06870603561401367,Done,548.6413151006914,6.173179016390819
22,unweighted,TBI,22,0.06481528282165527,Done,558.3620288621934,4.82873663636547
23,unweighted,TBI,23,0.07361102104187012,Done,546.416117633197,8.633870503329568
24,unweighted,TBI,24,0.07639074325561523,Done,537.934772269711,7.647206339218414
25,unweighted,TBI,25,0.07529187202453613,Done,532.8373012180581,7.794577137484772
26,unweighted,TBI,26,0.07841038703918457,Done,512.8123133108263,9.612218359101405
27,unweighted,TBI,27,0.07652163505554199,Done,502.09680421729547,11.544096376738594
28,unweighted,TBI,28,0.08003759384155273,Done,508.8049831814471,9.208503343529053
29,unweighted,TBI,29,0.07645630836486816,Done,540.1761805935183,6.276433651501328
30,unweighted,TBI,30,0.07941198348999023,Done,567.0567799834796,4.873094459826845
31,unweighted,TBI,31,0.07857084274291992,Done,551.4673717686484,6.273529830700454
32,unweighted,TBI,32,0.07723569869995117,Done,533.3225256432846,6.4019911106860405
33,unweighted,TBI,33,0.07935094833374023,Done,520.0613232381139,8.660892049408488
34,unweighted,TBI,34,0.07289242744445801,Done,532.755189714652,7.496324310339254
35,unweighted,TBI,35,0.07196211814880371,Done,510.04429150648883,9.072198718720074
36,unweighted,TBI,36,0.06543517112731934,Done,565.4146409151415,4.142407481032436
37,unweighted,TBI,37,0.07297682762145996,Done,576.103197843988,3.4319231086714197
38,unweighted,TBI,38,0.07688593864440918,Done,514.2598685480507,8.719760925195864
39,unweighted,TBI,39,0.07489776611328125,Done,546.6924395471768,6.766985415654794
40,unweighted,TBI,40,0.07779932022094727,Done,526.5948502709085,8.890187196670958
41,unweighted,TBI,41,0.06681990623474121,Done,523.6622210637858,7.794582220253041
42,unweighted,TBI,42,0.0685725212097168,Done,534.2164557072026,9.612584715918139
43,unweighted,TBI,43,0.06664586067199707,Done,541.0005087604198,7.8198547045431965
44,unweighted,TBI,44,0.06960177421569824,Done,542.484559803416,7.371923632019275
45,unweighted,TBI,45,0.06845664978027344,Done,564.3581568592143,5.692794343933478
46,unweighted,TBI,46,0.06469178199768066,Done,562.2773478552928,5.662158905309553
47,unweighted,TBI,47,0.06862974166870117,Done,538.5627960013469,6.467985311410821
48,unweighted,TBI,48,0.07603240013122559,Done,567.3499539934564,5.755606576024967
49,unweighted,TBI,49,0.06849265098571777,Done,541.1364569130644,8.916666178275769
50,unweighted,TBI,50,0.06968426704406738,Done,531.3946126894904,8.04793813263155
51,unweighted,TBI,51,0.06512761116027832,Done,520.4651060643486,8.597769240224586
52,unweighted,TBI,52,0.07376790046691895,Done,510.5599287862907,10.218094201657543
53,unweighted,TBI,53,0.0768735408782959,Done,547.6908403658535,6.830509342840841
54,unweighted,TBI,54,0.0750131607055664,Done,527.618894931223,8.091912258619693
55,unweighted,TBI,55,0.07877230644226074,Done,537.030293969389,7.666552778236223
56,unweighted,TBI,56,0.07545685768127441,Done,521.5293988715715,8.99851939486414
57,unweighted,TBI,57,0.08081221580505371,Done,531.8339081747165,8.912927617273745
58,unweighted,TBI,58,0.07678580284118652,Done,514.3193194777742,10.87208995654047
59,unweighted,TBI,59,0.07805585861206055,Done,530.4033116115369,7.225633748726402
60,unweighted,TBI,60,0.07843351364135742,Done,512.2433436869746,9.351087044433363
61,unweighted,TBI,61,0.07566237449645996,Done,552.4243624203157,6.5737999562109195
62,unweighted,TBI,62,0.0787343978881836,Done,556.2244585299829,5.825611347507866
63,unweighted,TBI,63,0.07680130004882812,Done,542.2374315123432,7.494861133603479
64,unweighted,TBI,64,0.0802011489868164,Done,532.8767564918667,7.608975905309578
65,unweighted,TBI,65,0.07713127136230469,Done,536.9374509657249,7.505450080462147
66,unweighted,TBI,66,0.07834362983703613,Done,524.4152912160187,9.098271518430728
67,unweighted,TBI,67,0.07834529876708984,Done,508.7683522465328,10.051239159521678
68,unweighted,TBI,68,0.0762176513671875,Done,537.5649859294163,7.649665310280653
69,unweighted,TBI,69,0.0738363265991211,Done,545.1165637370871,7.463374033716036
70,unweighted,TBI,70,0.06840729713439941,Done,531.7112467246963,8.048677382548256
71,unweighted,TBI,71,0.0684957504272461,Done,542.855537073914,7.958784298616024
72,unweighted,TBI,72,0.06650662422180176,Done,548.7245256587896,7.088495880546404
73,unweighted,TBI,73,0.06508255004882812,Done,534.0279963200497,6.494608729859827
74,unweighted,TBI,74,0.06750154495239258,Done,536.6366316007765,8.519175232587152
75,unweighted,TBI,75,0.06383109092712402,Done,533.8556060503024,7.793737137994597
76,unweighted,TBI,76,0.06179523468017578,Done,537.5810292923671,8.342656329090708
77,unweighted,TBI,77,0.06921052932739258,Done,521.22629702625,8.544719940216119
78,unweighted,TBI,78,0.06789970397949219,Done,551.219910008983,6.88594290811497
79,unweighted,TBI,79,0.07826352119445801,Done,555.9024170608391,6.2301921242788865
80,unweighted,TBI,80,0.07751035690307617,Done,526.5678037747404,8.707741219628552
81,unweighted,TBI,81,0.079132080078125,Done,520.3901767578634,8.976270032531893
82,unweighted,TBI,82,0.07994866371154785,Done,540.1859890036134,6.847707351369806
83,unweighted,TBI,83,0.08908867835998535,Done,536.2351306786668,7.8199759556132875
84,unweighted,TBI,84,0.07695364952087402,Done,564.1786357649279,5.508931798867344
85,unweighted,TBI,85,0.08219766616821289,Done,538.1435451598833,8.086111275596522
86,unweighted,TBI,86,0.07955431938171387,Done,549.7746733291076,6.760847585485074
