,method_key,dataset_key,seed,time1,status,checksum,bias
87,unweighted,TBI,87,0.08100748062133789,Done,516.8490128610503,9.7732722759878
88,unweighted,TBI,88,0.07881999015808105,Done,533.6334394136148,8.733537513403931
89,unweighted,TBI,89,0.08220553398132324,Done,561.2616937361184,5.1573909010472505
90,unweighted,TBI,90,0.08557319641113281,Done,534.5166003290063,8.184193786548626
91,unweighted,TBI,91,0.08158206939697266,Done,544.2298162978145,7.703151197079151
92,unweighted,TBI,92,0.08053159713745117,Done,545.2954554950422,7.631506933228174
93,unweighted,TBI,93,0.07902121543884277,Done,519.4350589329063,10.328823433995225
94,unweighted,TBI,94,0.0809023380279541,Done,511.4245445288195,9.060595133107014
95,unweighted,TBI,95,0.07786774635314941,Done,543.1033632237538,8.712747431102777
96,unweighted,TBI,96,0.0823676586151123,Done,525.3227069120401,8.085839481696944
97,unweighted,TBI,97,0.08118963241577148,Done,546.5565501662473,6.889738698205463
98,unweighted,TBI,98,0.07880330085754395,Done,548.3489700979444,7.498116528886882
99,unweighted,TBI,99,0.07406115531921387,Done,539.0954755383044,7.652815918763807
